ItemID,Participant,Block,TrialOrder,Response,RT,Session,Item_Pinyin,ASCII,logRT,Ph,NB
1352,8,2,194,0,1591,1,jio3,jio3,7.37211802833779,3.5737,8
1352,22,8,1140,0,2277,1,jio3,jio3,7.73061406606374,3.5737,8
1353,2,7,1068,0,827,1,lua4,lua4,6.71780469502369,2.1506,14
1353,8,8,1175,0,551,1,lua4,lua4,6.31173480915291,2.1506,14
1353,1,1,18,0,1985,1,lua4,lua4,7.59337419312129,2.1506,14
1353,22,2,300,0,2912,1,lua4,lua4,7.97659540931658,2.1506,14
1354,22,5,646,0,1508,1,zhue2,Zue2,7.3185395485679,2.5425,10
1354,2,7,984,0,1365,1,zhue2,Zue2,7.21890970761906,2.5425,10
1354,1,2,239,0,1239,1,zhue2,Zue2,7.12205988162914,2.5425,10
1354,8,3,370,0,1021,1,zhue2,Zue2,6.92853781816467,2.5425,10
1355,22,10,1532,0,857,1,be4,p^4,6.75343791859778,3.0155,24
1355,8,10,1507,0,983,1,be4,p^4,6.89060912014717,3.0155,24
1355,1,10,1576,0,843,1,be4,p^4,6.73696695800186,3.0155,24
1355,2,3,327,1,1437,1,be4,p^4,7.27031288607902,3.0155,24
1356,8,10,1529,0,495,1,mv2,my2,6.20455776256869,1.6827,7
1356,2,6,896,0,3039,1,mv2,my2,8.01928379291679,1.6827,7
1356,22,7,1119,0,3222,1,mv2,my2,8.07775756373692,1.6827,7
1356,1,1,137,0,1155,1,mv2,my2,7.05185562295589,1.6827,7
1357,22,3,452,0,2592,1,rvou3,ryou3,7.86018505747217,1.712,1
1357,1,3,411,0,474,1,rvou3,ryou3,6.16120732169508,1.712,1
1357,2,8,1215,0,2521,1,rvou3,ryou3,7.83241092718792,1.712,1
1357,8,2,240,0,1702,1,rvou3,ryou3,7.43955930913332,1.712,1
1357,20,3,416,1,344,1,rvou3,ryou3,5.8406416573734,1.712,1
1358,8,8,1130,1,926,1,buao4,puau4,6.83087423464618,2.0248,2
1358,1,1,91,0,824,1,buao4,puau4,6.71417052990947,2.0248,2
1358,2,4,511,0,2759,1,buao4,puau4,7.92262357421729,2.0248,2
1358,22,3,454,1,2313,1,buao4,puau4,7.74630066223144,2.0248,2
1359,2,1,147,0,1658,1,tiai4,Tiai4,7.41336733569524,2.5523,4
1359,8,10,1484,1,679,1,tiai4,Tiai4,6.5206211275587,2.5523,4
1359,22,8,1167,0,828,1,tiai4,Tiai4,6.71901315438526,2.5523,4
1359,1,8,1180,0,519,1,tiai4,Tiai4,6.25190388316589,2.5523,4
1360,22,9,1385,0,2480,1,zue1,cue1,7.81601383915903,2.2441,9
1360,8,5,764,0,644,1,zue1,cue1,6.46769872610435,2.2441,9
1360,2,1,129,1,2558,1,zue1,cue1,7.84698098213879,2.2441,9
1360,1,8,1142,0,535,1,zue1,cue1,6.28226674689601,2.2441,9
1361,2,7,1086,0,926,1,piai2,Piai2,6.83087423464618,2.7599,4
1361,22,4,532,0,1421,1,piai2,Piai2,7.2591161280971,2.7599,4
1361,8,8,1219,1,549,1,piai2,Piai2,6.30809844150953,2.7599,4
1361,1,8,1211,0,710,1,piai2,Piai2,6.56526497003536,2.7599,4
1362,2,3,439,0,1322,1,guou1,kuou1,7.18690102041163,3.0781,2
1362,8,2,166,0,1629,1,guou1,kuou1,7.39572160860205,3.0781,2
1362,1,4,563,0,834,1,guou1,kuou1,6.72623340235875,3.0781,2
1362,22,2,222,1,1719,1,guou1,kuou1,7.44949800538285,3.0781,2
1363,2,7,976,0,1966,1,pvov3,Pyou3,7.58375630070711,1.7638,1
1363,22,10,1476,0,769,1,pvov3,Pyou3,6.64509096950564,1.7638,1
1363,8,3,383,0,1463,1,pvov3,Pyou3,7.28824440102012,1.7638,1
1363,1,2,297,0,723,1,pvov3,Pyou3,6.58340922215876,1.7638,1
1364,22,9,1304,0,734,1,giei3,kiei3,6.59850902861452,1.7577,1
1364,8,2,186,1,2493,1,giei3,kiei3,7.82124208352356,1.7577,1
1364,2,10,1460,0,931,1,giei3,kiei3,6.83625927727707,1.7577,1
1364,1,10,1467,0,509,1,giei3,kiei3,6.23244801655052,1.7577,1
1364,20,5,739,1,245,1,giei3,kiei3,5.50125821054473,1.7577,1
1365,1,3,452,0,1337,1,zho4,Zo4,7.19818357710194,2.812,14
1365,22,2,299,0,2082,1,zho4,Zo4,7.64108424917491,2.812,14
1365,8,7,971,0,1135,1,zho4,Zo4,7.0343879299155,2.812,14
1365,2,3,341,0,973,1,zho4,Zo4,6.880384082186,2.812,14
1366,8,1,47,1,2169,1,lue4,lue4,7.68202151082687,2.0047,8
1366,2,7,1053,0,2211,1,lue4,lue4,7.70120018085745,2.0047,8
1366,1,6,810,0,363,1,lue4,lue4,5.89440283426485,2.0047,8
1366,20,2,270,1,290,1,lue4,lue4,5.66988092298052,2.0047,8
1366,22,2,272,0,2430,1,lue4,lue4,7.79564653633459,2.0047,8
1367,2,3,359,0,1259,1,zhuao1,Zuau1,7.13807303404435,2.6992,5
1367,8,1,121,0,1712,1,zhuao1,Zuau1,7.44541755670169,2.6992,5
1367,1,1,71,0,1790,1,zhuao1,Zuau1,7.4899708988348,2.6992,5
1367,22,2,175,0,3092,1,zhuao1,Zuau1,8.03657340970731,2.6992,5
1368,8,9,1419,0,1040,1,luai2,luai2,6.94697599213542,2.2736,9
1368,22,10,1463,0,724,1,luai2,luai2,6.58479139238572,2.2736,9
1368,20,2,287,1,393,1,luai2,luai2,5.97380961186926,2.2736,9
1368,2,1,60,0,1392,1,luai2,luai2,7.23849684089437,2.2736,9
1368,1,9,1440,0,896,1,luai2,luai2,6.79794041297493,2.2736,9
1369,22,1,90,0,1845,1,sua4,sua4,7.52023455647463,2.4332,13
1369,8,5,699,1,869,1,sua4,sua4,6.76734312526539,2.4332,13
1369,2,8,1190,0,940,1,sua4,sua4,6.84587987526405,2.4332,13
1369,1,3,390,0,840,1,sua4,sua4,6.73340189183736,2.4332,13
1370,8,2,312,1,1715,1,muai4,muai4,7.44716835960004,2.0164,8
1370,1,6,950,0,1417,1,muai4,muai4,7.25629723969068,2.0164,8
1370,2,8,1239,0,1212,1,muai4,muai4,7.10002716662926,2.0164,8
1370,22,1,32,1,3618,1,muai4,muai4,8.19367666595524,2.0164,8
1371,2,6,953,0,1498,1,a3,a3,7.31188616407716,0.4094,27
1371,8,7,1117,0,902,1,a3,a3,6.80461452006262,0.4094,27
1371,1,8,1135,0,2036,1,a3,a3,7.61874237767041,0.4094,27
1371,22,3,468,0,2001,1,a3,a3,7.60140233458373,0.4094,27
1372,22,5,759,0,1448,1,teng3,T^N3,7.27793857294566,3.6746,23
1372,2,8,1254,0,731,1,teng3,T^N3,6.59441345974978,3.6746,23
1372,8,7,1070,1,880,1,teng3,T^N3,6.77992190747225,3.6746,23
1372,1,7,1039,0,1775,1,teng3,T^N3,7.48155570190952,3.6746,23
1373,8,8,1122,0,817,1,fue3,fu^3,6.70563909486,1.8139,5
1373,22,5,641,0,1194,1,fue3,fu^3,7.08506429395255,1.8139,5
1373,1,8,1138,0,573,1,fue3,fu^3,6.35088571671474,1.8139,5
1373,2,5,768,0,770,1,fue3,fu^3,6.64639051484773,1.8139,5
1374,22,2,223,1,2812,1,nvo3,nyo3,7.94165125293056,1.2818,3
1374,1,5,699,0,677,1,nvo3,nyo3,6.51767127291227,1.2818,3
1374,2,7,1098,1,1438,1,nvo3,nyo3,7.27100853828099,1.2818,3
1374,8,5,780,0,1106,1,nvo3,nyo3,7.00850518208228,1.2818,3
1375,1,7,1047,0,866,1,chua2,zua2,6.76388490856244,2.6884,14
1375,22,10,1563,0,707,1,chua2,zua2,6.56103066589657,2.6884,14
1375,2,3,400,0,1500,1,chua2,zua2,7.3132203870903,2.6884,14
1375,8,4,637,0,1779,1,chua2,zua2,7.48380668766583,2.6884,14
1376,8,9,1305,0,1653,1,kvan2,Ky[n2,7.41034709782102,2.6506,4
1376,1,7,1110,0,858,1,kvan2,Ky[n2,6.75460409948796,2.6506,4
1376,2,1,86,0,2433,1,kvan2,Ky[n2,7.79688034278352,2.6506,4
1376,22,5,661,0,1798,1,kvan2,Ky[n2,7.49443021503157,2.6506,4
1377,1,4,610,0,235,1,teng4,T^N4,5.45958551414416,3.6746,23
1377,20,4,553,1,289,1,teng4,T^N4,5.66642668811243,3.6746,23
1377,22,10,1580,0,857,1,teng4,T^N4,6.75343791859778,3.6746,23
1377,2,7,1066,0,621,1,teng4,T^N4,6.43133108193348,3.6746,23
1377,8,8,1220,1,1243,1,teng4,T^N4,7.12528309151071,3.6746,23
1378,1,6,917,0,763,1,chi1,zi1,6.63725803128446,1.8696,19
1378,8,7,1034,0,495,1,chi1,zi1,6.20455776256869,1.8696,19
1378,22,3,447,0,2763,1,chi1,zi1,7.92407232492342,1.8696,19
1379,22,10,1552,1,1074,1,zian1,ci[n1,6.97914527506881,2.7481,13
1379,8,2,319,1,1781,1,zian1,ci[n1,7.48493028328966,2.7481,13
1379,1,4,638,0,2545,1,zian1,ci[n1,7.84188592898462,2.7481,13
1379,2,4,626,0,1582,1,zian1,ci[n1,7.3664451483276,2.7481,13
1379,20,6,857,1,331,1,zian1,ci[n1,5.80211837537706,2.7481,13
1380,22,9,1423,0,917,1,ja4,ja4,6.82110747225646,1.5283,23
1380,2,6,943,0,2086,1,ja4,ja4,7.64300363556072,1.5283,23
1380,1,7,1060,0,825,1,ja4,ja4,6.71538338633468,1.5283,23
1380,8,7,1076,0,1106,1,ja4,ja4,7.00850518208228,1.5283,23
1381,1,4,533,0,880,1,quou3,quou3,6.77992190747225,2.8235,0
1381,2,5,737,0,1961,1,quou3,quou3,7.58120982619635,2.8235,0
1381,8,2,252,0,1635,1,quou3,quou3,7.39939808333135,2.8235,0
1381,22,7,1118,0,2801,1,quou3,quou3,7.93773177526011,2.8235,0
1382,1,3,477,0,543,1,lvou3,lyou3,6.29710931993394,4.1653,1
1382,20,3,457,1,232,1,lvou3,lyou3,5.44673737166631,4.1653,1
1382,22,5,792,0,2088,1,lvou3,lyou3,7.64396194900253,4.1653,1
1382,2,1,77,1,1905,1,lvou3,lyou3,7.5522372875608,4.1653,1
1382,8,10,1534,0,1914,1,lvou3,lyou3,7.5569505720129,4.1653,1
1383,22,8,1245,0,615,1,tio3,Tio3,6.42162226780652,2.2696,5
1383,2,8,1176,0,832,1,tio3,Tio3,6.72383244082121,2.2696,5
1383,1,2,317,0,975,1,tio3,Tio3,6.88243747099785,2.2696,5
1383,8,2,317,1,2079,1,tio3,Tio3,7.63964228785801,2.2696,5
1384,1,9,1299,0,468,1,zhve3,Zye3,6.14846829591765,2.3226,3
1384,8,8,1155,0,801,1,zhve3,Zye3,6.68586094706836,2.3226,3
1384,22,9,1317,0,706,1,zhve3,Zye3,6.55961523749324,2.3226,3
1384,2,6,832,0,1016,1,zhve3,Zye3,6.92362862813843,2.3226,3
1385,22,9,1346,0,311,1,kve3,Kye3,5.73979291217923,2.3226,3
1385,2,2,245,0,2774,1,kve3,Kye3,7.92804560087478,2.3226,3
1385,8,3,452,0,1155,1,kve3,Kye3,7.05185562295589,2.3226,3
1385,1,2,291,0,466,1,kve3,Kye3,6.14418563412565,2.3226,3
1386,1,2,307,0,2145,1,kvn2,Kyn2,7.67089483136212,2.1357,4
1386,8,4,558,0,2711,1,kvn2,Kyn2,7.90507284949867,2.1357,4
1386,22,6,895,0,1254,1,kvn2,Kyn2,7.13409372119287,2.1357,4
1386,2,7,991,0,643,1,kvn2,Kyn2,6.46614472423762,2.1357,4
1387,22,4,518,0,1642,1,ran4,ran4,7.40367029001237,3.2485,26
1387,8,8,1247,1,459,1,ran4,ran4,6.12905021006055,3.2485,26
1387,2,10,1550,0,2695,1,ran4,ran4,7.8991534833431,3.2485,26
1387,1,7,1029,1,1585,1,ran4,ran4,7.36833968631138,3.2485,26
1388,8,6,896,0,852,1,qe1,q^1,6.74758652682932,1.7959,20
1388,2,6,841,0,835,1,qe1,q^1,6.72743172485086,1.7959,20
1388,1,2,172,0,1327,1,qe1,q^1,7.19067603433221,1.7959,20
1388,22,1,33,0,1410,1,qe1,q^1,7.25134498337221,1.7959,20
1389,2,1,42,0,1849,1,nui1,nui1,7.52240023138712,1.0395,2
1389,20,1,39,1,874,1,nui1,nui1,6.77308037565554,1.0395,2
1389,1,8,1150,0,1011,1,nui1,nui1,6.91869521902047,1.0395,2
1389,8,5,671,0,1117,1,nui1,nui1,7.0184017990692,1.0395,2
1389,22,7,963,0,1043,1,nui1,nui1,6.94985645500077,1.0395,2
1390,22,1,95,1,2985,1,dvou4,tyou4,8.0013550258267,1.7638,1
1390,2,5,646,0,664,1,dvou4,tyou4,6.49828214947643,1.7638,1
1390,8,8,1225,1,440,1,dvou4,tyou4,6.08677472691231,1.7638,1
1390,1,1,30,0,1519,1,dvou4,tyou4,7.32580750259577,1.7638,1
1391,2,4,519,0,1236,1,sho4,So4,7.11963563801764,2.3049,13
1391,8,3,438,0,2376,1,sho4,So4,7.77317368048254,2.3049,13
1391,22,1,93,1,2400,1,sho4,So4,7.78322401633604,2.3049,13
1391,1,10,1460,0,691,1,sho4,So4,6.53813982376767,2.3049,13
1392,8,4,551,0,773,1,jve3,jye3,6.65027904858742,2.3226,4
1392,22,10,1587,0,402,1,jve3,jye3,5.99645208861902,2.3226,4
1392,2,4,546,1,2259,1,jve3,jye3,7.722677516468,2.3226,4
1392,1,2,260,0,1040,1,jve3,jye3,6.94697599213542,2.3226,4
1393,22,7,1093,0,1534,1,pan3,Pan3,7.3356339819272,3.5345,28
1393,1,5,736,1,1462,1,pan3,Pan3,7.28756064030972,3.5345,28
1393,8,7,1054,1,1158,1,pan3,Pan3,7.05444965813294,3.5345,28
1393,2,7,1046,0,939,1,pan3,Pan3,6.84481547920826,3.5345,28
1394,2,8,1154,0,963,1,qiei4,qiei4,6.87005341179813,3.2444,1
1394,1,5,720,0,661,1,qiei4,qiei4,6.49375383985169,3.2444,1
1394,22,8,1229,0,1373,1,qiei4,qiei4,7.22475340576797,3.2444,1
1394,8,7,1018,0,604,1,qiei4,qiei4,6.40357419793482,3.2444,1
1395,1,10,1482,0,487,1,ho1,ho1,6.18826412308259,2.812,13
1395,2,5,743,0,3137,1,ho1,ho1,8.05102220819068,2.812,13
1395,22,8,1132,1,1577,1,ho1,ho1,7.36327958696304,2.812,13
1395,8,3,459,0,863,1,ho1,ho1,6.76041469108343,2.812,13
1396,2,1,72,1,1362,1,fi4,fi4,7.21670948670946,1.8696,17
1396,8,5,752,1,1165,1,fi4,fi4,7.0604763659998,1.8696,17
1396,22,9,1377,0,579,1,fi4,fi4,6.361302477573,1.8696,17
1397,2,6,866,0,1234,1,gve2,kye2,7.11801620446533,2.3226,3
1397,20,4,626,1,260,1,gve2,kye2,5.56068163101553,2.3226,3
1397,1,2,280,0,592,1,gve2,kye2,6.38350663488401,2.3226,3
1397,8,9,1421,0,775,1,gve2,kye2,6.65286302935335,2.3226,3
1398,8,4,521,0,2452,1,cie2,Ci^2,7.8046592970561,1.7444,12
1398,2,9,1394,0,1539,1,cie2,Ci^2,7.33888813383888,1.7444,12
1398,1,8,1130,0,282,1,cie2,Ci^2,5.64190707093811,1.7444,12
1398,22,2,271,0,1952,1,cie2,Ci^2,7.57660976697304,1.7444,12
1399,20,4,510,1,982,1,qua1,qua1,6.88959130835447,2.3702,12
1399,22,3,410,0,1980,1,qua1,qua1,7.59085212368858,2.3702,12
1399,8,10,1479,0,542,1,qua1,qua1,6.29526600143965,2.3702,12
1399,1,2,261,0,1961,1,qua1,qua1,7.58120982619635,2.3702,12
1399,2,9,1382,0,2451,1,qua1,qua1,7.80425138352811,2.3702,12
1400,8,5,706,0,1270,1,duou2,tuou2,7.14677217945264,2.7564,2
1400,1,6,890,0,1104,1,duou2,tuou2,7.00669522683704,2.7564,2
1400,22,1,48,0,1707,1,duou2,tuou2,7.44249272279444,2.7564,2
1400,2,6,825,0,1403,1,duou2,tuou2,7.24636808010246,2.7564,2
1401,2,3,352,1,1893,1,svan3,sy[n3,7.54591815120932,2.6506,4
1401,22,5,684,0,1924,1,svan3,sy[n3,7.56216163122565,2.6506,4
1401,1,2,183,0,918,1,svan3,sy[n3,6.82219739062049,2.6506,4
1401,8,5,668,1,1886,1,svan3,sy[n3,7.5422134631934,2.6506,4
1402,2,5,759,0,1189,1,zhio1,Zio1,7.08086789669078,1.5089,2
1402,1,5,730,0,313,1,zhio1,Zio1,5.74620319054015,1.5089,2
1402,22,7,1086,0,2412,1,zhio1,Zio1,7.78821155784708,1.5089,2
1402,8,6,835,1,1529,1,zhio1,Zio1,7.33236920592906,1.5089,2
1403,1,2,225,0,966,1,diu2,tiou2,6.87316383421252,2.586,3
1403,22,9,1322,0,1528,1,diu2,tiou2,7.33171496972647,2.586,3
1403,2,10,1468,0,780,1,diu2,tiou2,6.65929391968364,2.586,3
1403,8,2,205,0,2643,1,diu2,tiou2,7.87966991460429,2.586,3
1404,1,2,282,0,1990,1,hin1,hin1,7.59588991771854,2.0185,12
1404,8,8,1227,0,484,1,hin1,hin1,6.18208490671663,2.0185,12
1404,2,3,346,0,1538,1,hin1,hin1,7.33823815006559,2.0185,12
1404,22,3,351,0,2287,1,hin1,hin1,7.73499619402278,2.0185,12
1405,1,5,719,0,500,1,piu3,Piou3,6.21460809842219,2.7084,2
1405,2,2,209,0,2402,1,piu3,Piou3,7.78405700263993,2.7084,2
1405,22,5,692,0,2356,1,piu3,Piou3,7.76472054477148,2.7084,2
1405,8,1,70,0,1621,1,piu3,Piou3,7.39079852173568,2.7084,2
1406,2,9,1367,0,1102,1,zie1,ci^1,7.00488198971286,1.7444,12
1406,22,3,381,0,2295,1,zie1,ci^1,7.73848812249465,1.7444,12
1406,1,8,1228,0,454,1,zie1,ci^1,6.11809719804135,1.7444,12
1406,8,8,1137,0,956,1,zie1,ci^1,6.8627579130514,1.7444,12
1407,1,2,237,1,708,1,ei1,ei1,6.56244409369372,1.17,28
1407,22,8,1194,0,1942,1,ei1,ei1,7.57147364885127,1.17,28
1407,2,6,807,0,1247,1,ei1,ei1,7.12849594568004,1.17,28
1407,8,3,466,1,1352,1,ei1,ei1,7.20934025660291,1.17,28
1407,20,4,497,1,352,1,ei1,ei1,5.8636311755981,1.17,28
1408,22,1,98,0,3574,1,zhvan1,Zy[n1,8.18144069571937,2.6506,4
1408,8,10,1502,0,605,1,zhvan1,Zy[n1,6.40522845803084,2.6506,4
1408,1,5,689,0,448,1,zhvan1,Zy[n1,6.10479323241498,2.6506,4
1409,8,7,1093,0,884,1,keng2,K^N2,6.78445706263764,3.9741,23
1409,22,10,1522,0,1061,1,keng2,K^N2,6.96696713861398,3.9741,23
1409,2,2,298,0,1134,1,keng2,K^N2,7.0335064842877,3.9741,23
1409,1,6,809,1,2051,1,keng2,K^N2,7.62608275807238,3.9741,23
1410,8,10,1469,0,834,1,kia2,Kia2,6.72623340235875,1.7383,7
1410,2,8,1236,0,642,1,kia2,Kia2,6.46458830368996,1.7383,7
1410,1,1,48,0,959,1,kia2,Kia2,6.86589107488344,1.7383,7
1410,22,10,1506,0,807,1,kia2,Kia2,6.69332366826995,1.7383,7
1411,8,1,2,0,1605,1,fvang3,fyaN3,7.38087903556412,2.6817,1
1411,2,2,238,0,3890,1,fvang3,fyaN3,8.26616443661249,2.6817,1
1411,22,2,262,1,3042,1,fvang3,fyaN3,8.02027047281924,2.6817,1
1411,1,7,1035,0,896,1,fvang3,fyaN3,6.79794041297493,2.6817,1
1412,2,3,374,0,1275,1,zi2,ci2,7.15070145759253,1.8696,20
1412,1,2,175,0,1016,1,zi2,ci2,6.92362862813843,1.8696,20
1412,22,6,846,0,1044,1,zi2,ci2,6.95081476844258,1.8696,20
1413,1,4,513,0,1295,1,te2,Te2,7.16626597413364,2.4806,20
1413,22,1,52,0,3436,1,te2,Te2,8.14206328310415,2.4806,20
1413,8,2,276,1,2290,1,te2,Te2,7.73630709654828,2.4806,20
1413,2,4,581,0,947,1,te2,Te2,6.85329909318608,2.4806,20
1414,1,3,334,0,830,1,fva1,fya1,6.72142570079064,1.6164,1
1414,22,4,529,0,1473,1,fva1,fya1,7.29505641646263,1.6164,1
1414,2,2,258,0,1202,1,fva1,fya1,7.09174211509515,1.6164,1
1414,8,10,1490,0,418,1,fva1,fya1,6.03548143252476,1.6164,1
1415,8,4,620,0,1017,1,va2,ya2,6.92461239604856,1.508,25
1415,2,5,663,0,1617,1,va2,ya2,7.38832785957711,1.508,25
1415,1,8,1206,0,410,1,va2,ya2,6.01615715969835,1.508,25
1415,22,8,1277,0,1174,1,va2,ya2,7.06817200038804,1.508,25
1416,8,2,188,0,2392,1,gang2,kaN2,7.77988511507052,3.5006,27
1416,1,6,920,0,1362,1,gang2,kaN2,7.21670948670946,3.5006,27
1416,22,3,377,0,2342,1,gang2,kaN2,7.75876054415766,3.5006,27
1416,2,3,409,1,1368,1,gang2,kaN2,7.2211050981825,3.5006,27
1417,2,1,102,1,1807,1,nvao3,nyau3,7.49942329059223,1.7884,2
1417,1,5,769,0,2300,1,nvao3,nyau3,7.74066440191724,1.7884,2
1417,22,9,1401,0,451,1,nvao3,nyau3,6.11146733950268,1.7884,2
1417,8,10,1538,0,710,1,nvao3,nyau3,6.56526497003536,1.7884,2
1418,20,3,330,1,238,1,xuou2,xuou2,5.47227067367148,2.8235,0
1418,1,7,1032,0,754,1,xuou2,xuou2,6.62539236800796,2.8235,0
1418,22,2,163,0,1287,1,xuou2,xuou2,7.16006920759613,2.8235,0
1418,2,6,853,0,613,1,xuou2,xuou2,6.41836493593621,2.8235,0
1418,8,3,329,1,1780,1,xuou2,xuou2,7.48436864328613,2.8235,0
1419,8,1,21,0,2431,1,buai4,puai4,7.79605797431612,2.0295,8
1419,22,5,732,0,1062,1,buai4,puai4,6.96790920180188,2.0295,8
1419,2,4,558,0,618,1,buai4,puai4,6.42648845745769,2.0295,8
1419,1,2,213,0,1125,1,buai4,puai4,7.02553831463852,2.0295,8
1419,20,9,1436,1,234,1,buai4,puai4,5.4553211153577,2.0295,8
1420,8,3,388,0,2173,1,pvi2,Pyei2,7.68386398025643,2.2203,1
1420,1,1,41,0,1721,1,pvi2,Pyei2,7.45066079621154,2.2203,1
1420,22,8,1230,0,1316,1,pvi2,Pyei2,7.18235211188526,2.2203,1
1420,2,8,1141,0,1007,1,pvi2,Pyei2,6.91473089271856,2.2203,1
1421,1,4,616,0,330,1,bua2,pua2,5.79909265446053,1.8455,9
1421,22,7,991,0,1701,1,bua2,pua2,7.43897159239586,1.8455,9
1421,2,5,669,0,1049,1,bua2,pua2,6.9555926083963,1.8455,9
1421,8,4,540,0,2428,1,bua2,pua2,7.79482315217939,1.8455,9
1422,1,2,238,0,911,1,fao1,fau1,6.81454289725996,2.6154,24
1422,8,6,868,0,1258,1,fao1,fau1,7.13727843726039,2.6154,24
1422,22,3,369,0,2209,1,fao1,fau1,7.70029520342012,2.6154,24
1422,2,4,574,0,1197,1,fao1,fau1,7.08757370555797,2.6154,24
1422,20,6,831,1,254,1,fao1,fau1,5.53733426701854,2.6154,24
1423,1,9,1389,0,1467,1,que3,que3,7.29097477814298,2.2243,6
1423,8,8,1262,0,1264,1,que3,que3,7.1420365747068,2.2243,6
1423,2,3,460,1,1227,1,que3,que3,7.11232744471091,2.2243,6
1423,22,7,1074,0,2189,1,que3,que3,7.69120009752286,2.2243,6
1424,8,5,643,0,773,1,zhvi3,Zyei3,6.65027904858742,2.2203,0
1424,22,7,987,0,3258,1,zhvi3,Zyei3,8.08886878916199,2.2203,0
1424,2,5,661,0,613,1,zhvi3,Zyei3,6.41836493593621,2.2203,0
1424,1,10,1514,0,384,1,zhvi3,Zyei3,5.95064255258773,2.2203,0
1425,8,10,1503,1,824,1,tuang1,TuaN1,6.71417052990947,3.2423,9
1425,22,9,1390,0,983,1,tuang1,TuaN1,6.89060912014717,3.2423,9
1425,2,3,349,1,1195,1,tuang1,TuaN1,7.08590146436561,3.2423,9
1425,20,10,1486,1,326,1,tuang1,TuaN1,5.78689738136671,3.2423,9
1425,1,3,468,0,1016,1,tuang1,TuaN1,6.92362862813843,3.2423,9
1426,22,6,873,0,2536,1,shiong3,SioN3,7.83834331555712,2.9172,4
1426,2,2,181,0,2324,1,shiong3,SioN3,7.7510451179718,2.9172,4
1426,1,8,1234,0,596,1,shiong3,SioN3,6.39024066706535,2.9172,4
1426,8,4,566,0,747,1,shiong3,SioN3,6.61606518513282,2.9172,4
1427,8,9,1372,0,477,1,jva3,jya3,6.16751649088834,1.6164,1
1427,2,7,963,0,1333,1,jva3,jya3,7.19518732017871,1.6164,1
1427,20,4,513,1,522,1,jva3,jya3,6.25766758788264,1.6164,1
1427,1,10,1563,0,558,1,jva3,jya3,6.32435896238131,1.6164,1
1427,22,3,349,0,2532,1,jva3,jya3,7.83676478326407,1.6164,1
1428,2,7,1112,0,906,1,biai4,piai4,6.80903930604298,2.8109,4
1428,8,5,786,1,825,1,biai4,piai4,6.71538338633468,2.8109,4
1428,1,5,714,0,1127,1,biai4,piai4,7.02731451403978,2.8109,4
1428,22,8,1180,1,1151,1,biai4,piai4,7.04838640872188,2.8109,4
1429,8,1,110,1,1496,1,heng3,h^N3,7.31055015853442,4.188,24
1429,22,4,545,1,1947,1,heng3,h^N3,7.5740450053722,4.188,24
1429,2,5,779,1,860,1,heng3,h^N3,6.75693238924755,4.188,24
1429,1,3,479,1,1622,1,heng3,h^N3,7.39141523467536,4.188,24
1430,2,2,304,0,1044,1,zie3,ci[3,6.95081476844258,1.7444,12
1430,8,8,1129,1,1175,1,zie3,ci[3,7.06902342657826,1.7444,12
1430,22,4,576,0,1546,1,zie3,ci[3,7.34342622914737,1.7444,12
1430,1,8,1239,0,822,1,zie3,ci[3,6.71174039505618,1.7444,12
1431,1,3,356,0,1172,1,cue3,Cue3,7.06646697013696,2.2873,9
1431,20,4,530,1,435,1,cue3,Cue3,6.07534603108868,2.2873,9
1431,22,7,997,0,1977,1,cue3,Cue3,7.58933582317062,2.2873,9
1431,8,10,1495,0,813,1,cue3,Cue3,6.70073110954781,2.2873,9
1431,2,8,1244,0,692,1,cue3,Cue3,6.53958595561767,2.2873,9
1432,1,1,58,1,1875,1,hue3,hue3,7.53636393840451,2.5425,10
1432,8,6,841,0,1174,1,hue3,hue3,7.06817200038804,2.5425,10
1432,22,4,546,0,2489,1,hue3,hue3,7.81963630236759,2.5425,10
1432,2,8,1271,0,1524,1,hue3,hue3,7.32909373624659,2.5425,10
1433,2,8,1135,0,803,1,rin1,rin1,6.68835471394676,2.1465,13
1433,22,8,1218,0,1357,1,rin1,rin1,7.21303165983487,2.1465,13
1433,1,6,829,0,1371,1,rin1,rin1,7.22329567956231,2.1465,13
1433,8,3,337,0,1422,1,rin1,rin1,7.25981961036319,2.1465,13
1434,1,9,1327,0,300,1,nuou3,nuou3,5.7037824746562,1.7213,2
1434,8,7,1065,1,1169,1,nuou3,nuou3,7.06390396147207,1.7213,2
1434,2,3,412,0,889,1,nuou3,nuou3,6.7900972355139,1.7213,2
1434,22,6,946,0,1537,1,nuou3,nuou3,7.3375877435386,1.7213,2
1435,22,3,347,0,3236,1,qeng4,q^N4,8.08209327817838,3.1611,22
1435,20,4,525,1,689,1,qeng4,q^N4,6.53524127101366,3.1611,22
1435,1,1,143,0,890,1,qeng4,q^N4,6.79122146272619,3.1611,22
1435,2,9,1416,0,734,1,qeng4,q^N4,6.59850902861452,3.1611,22
1435,8,3,321,0,2147,1,qeng4,q^N4,7.67182679787878,3.1611,22
1436,8,2,268,0,1555,1,gie1,ki[1,7.34923082461333,1.7444,12
1436,22,5,733,0,1210,1,gie1,ki[1,7.09837563859079,1.7444,12
1436,1,3,444,0,1188,1,gie1,ki[1,7.08002649992259,1.7444,12
