ItemID,Participant,Block,TrialOrder,Response,RT,Session,Item_Pinyin,ASCII,logRT
1648,22,18,2810,0,1450,2,xei3,xei3,7.27931883541462
1648,20,11,1636,1,240,2,xei3,xei3,5.48063892334199
1649,8,20,3042,0,1458,2,zui2,cui2,7.2848209125686
1649,22,12,1902,0,1470,2,zui2,cui2,7.29301767977278
1649,1,21,3250,1,958,2,zui2,cui2,6.86484777797086
1649,20,16,2500,1,382,2,zui2,cui2,5.94542060860658
1649,2,11,1610,0,2318,2,zui2,cui2,7.7484600238997
1650,1,21,3231,0,959,2,zhian1,Zi[n1,6.86589107488344
1650,22,11,1671,0,1965,2,zhian1,Zi[n1,7.58324752430336
1650,2,16,2511,0,3784,2,zhian1,Zi[n1,8.23853693017177
1650,20,20,3097,1,506,2,zhian1,Zi[n1,6.22653666928747
1650,8,14,2128,1,1565,2,zhian1,Zi[n1,7.35564110297425
1651,8,19,2982,0,1659,2,qua2,qua2,7.41397029019044
1651,20,20,3171,1,226,2,qua2,qua2,5.42053499927229
1651,22,17,2567,0,1045,2,qua2,qua2,6.95177216439891
1651,1,16,2440,0,1245,2,qua2,qua2,7.12689080889881
1651,2,11,1675,0,1645,2,qua2,qua2,7.40549566319947
1652,20,18,2765,1,239,2,huao4,huau4,5.47646355193151
1652,2,13,2031,0,717,2,huao4,huau4,6.57507584059962
1652,22,18,2873,0,1558,2,huao4,huau4,7.35115822643069
1652,1,14,2126,0,2739,2,huao4,huau4,7.91534816926308
1652,8,15,2248,1,1451,2,huao4,huau4,7.28000825288419
1653,2,14,2187,0,497,2,riong3,rioN3,6.20859002609663
1653,20,11,1706,1,359,2,riong3,rioN3,5.88332238848828
1653,22,12,1855,0,2034,2,riong3,rioN3,7.61775957660851
1653,8,14,2089,1,1599,2,riong3,rioN3,7.37713371283395
1653,1,20,3135,0,1245,2,riong3,rioN3,7.12689080889881
1654,8,20,3055,0,1370,2,xia3,xia3,7.22256601882217
1654,22,19,3029,0,1189,2,xia3,xia3,7.08086789669078
1654,1,15,2348,1,1766,2,xia3,xia3,7.47647238116391
1654,2,17,2662,1,1431,2,xia3,xia3,7.26612877955645
1655,2,19,2913,1,2486,2,liei2,liei2,7.81843027207066
1655,1,15,2271,0,1349,2,liei2,liei2,7.20711885620776
1655,8,18,2748,1,1511,2,liei2,liei2,7.32052696227274
1655,22,15,2325,0,3873,2,liei2,liei2,8.26178467951475
1656,2,17,2590,0,660,2,liai3,liai3,6.49223983502047
1656,8,16,2470,0,2233,2,liai3,liai3,7.71110125184016
1656,1,12,1886,0,1755,2,liai3,liai3,7.47022413589997
1656,22,17,2683,0,1269,2,liai3,liai3,7.14598446771439
1656,20,13,2034,1,747,2,liai3,liai3,6.61606518513282
1657,2,13,2076,0,625,2,sie1,si^1,6.4377516497364
1657,22,20,3098,0,556,2,sie1,si^1,6.32076829425058
1657,1,11,1615,0,966,2,sie1,si^1,6.87316383421252
1657,8,18,2812,1,1750,2,sie1,si^1,7.46737106691756
1658,2,13,1941,0,812,2,zhin4,Zin4,6.69950034016168
1658,8,15,2259,1,1372,2,zhin4,Zin4,7.22402480828583
1658,1,20,3124,0,657,2,zhin4,Zin4,6.48768401848461
1658,22,17,2673,0,747,2,zhin4,Zin4,6.61606518513282
1659,20,14,2163,1,440,2,fio4,fio4,6.08677472691231
1659,8,14,2130,1,1220,2,fio4,fio4,7.1066061377273
1659,22,12,1919,0,987,2,fio4,fio4,6.89467003943348
1659,1,16,2461,0,1650,2,fio4,fio4,7.40853056689463
1659,2,12,1838,0,1144,2,fio4,fio4,7.04228617193974
1660,20,15,2294,1,233,2,dvi3,tyei3,5.4510384535657
1660,22,13,2009,0,767,2,dvi3,tyei3,6.64248680136726
1660,8,20,3129,1,1383,2,dvi3,tyei3,7.23201033166476
1660,1,12,1778,0,1609,2,dvi3,tyei3,7.38336814699238
1660,2,12,1820,0,1087,2,dvi3,tyei3,6.99117688712121
1661,1,12,1877,0,1665,2,zue2,cue2,7.41758040241454
1661,22,16,2525,0,2133,2,zue2,cue2,7.66528471847135
1661,2,21,3233,0,513,2,zue2,cue2,6.24027584517077
1661,8,13,2017,1,1745,2,zue2,cue2,7.46450983463653
1662,22,12,1762,0,1384,2,ro1,ro1,7.23273313617761
1662,8,14,2207,0,1345,2,ro1,ro1,7.20414929203594
1662,2,18,2756,0,1432,2,ro1,ro1,7.26682734752059
1662,1,13,2049,0,918,2,ro1,ro1,6.82219739062049
1663,2,16,2498,0,3548,2,svi4,syei4,8.17413934342947
1663,1,20,3178,0,598,2,svi4,syei4,6.39359075395063
1663,22,15,2275,0,843,2,svi4,syei4,6.73696695800186
1663,8,20,3158,1,1290,2,svi4,syei4,7.16239749735572
1664,1,14,2128,1,3418,2,qan1,qan1,8.13681086367554
1664,2,15,2362,1,1823,2,qan1,qan1,7.50823877467866
1664,22,12,1909,0,906,2,qan1,qan1,6.80903930604298
1664,8,13,1994,1,1489,2,qan1,qan1,7.30586003268401
1665,20,11,1625,1,250,2,jan4,jan4,5.52146091786225
1665,8,19,2905,1,1859,2,jan4,jan4,7.52779398772144
1665,2,14,2194,1,1438,2,jan4,jan4,7.27100853828099
1665,1,17,2688,1,1632,2,jan4,jan4,7.39756153552405
1665,22,15,2279,0,1115,2,jan4,jan4,7.01660968389422
1666,22,11,1722,0,1426,2,kiong3,KioN3,7.26262860097424
1666,8,11,1657,1,1472,2,kiong3,KioN3,7.29437729928882
1666,1,17,2580,0,502,2,kiong3,KioN3,6.21860011969173
1666,2,15,2279,0,1486,2,kiong3,KioN3,7.3038432252777
1667,2,16,2521,0,2093,2,lui4,lui4,7.646353722446
1667,8,11,1683,1,1047,2,lui4,lui4,6.95368421087054
1667,22,19,2978,0,2928,2,lui4,lui4,7.9820748750812
1667,1,14,2107,0,921,2,lui4,lui4,6.82546003625531
1668,1,19,2923,1,1509,2,shvou3,Syou3,7.31920245876785
1668,22,13,1960,0,1553,2,shvou3,Syou3,7.34794382314869
1668,8,15,2317,0,2137,2,shvou3,Syou3,7.66715825531915
1668,2,21,3202,0,738,2,shvou3,Syou3,6.60394382460047
1668,20,15,2272,1,433,2,shvou3,Syou3,6.07073772800249
1669,22,13,1973,0,1416,2,xou1,xou1,7.25559127425367
1669,2,17,2620,0,731,2,xou1,xou1,6.59441345974978
1669,8,18,2754,0,2008,2,xou1,xou1,7.60489448081162
1669,1,18,2787,1,1387,2,xou1,xou1,7.23489842031483
1670,1,21,3246,0,1346,2,suang4,suaN4,7.20489251020467
1670,8,19,2908,0,1835,2,suang4,suaN4,7.51479976048867
1670,2,11,1702,0,1438,2,suang4,suaN4,7.27100853828099
1670,22,14,2134,0,1636,2,suang4,suaN4,7.40000951716269
1671,1,19,2982,0,1641,2,hin2,hin2,7.40306109109009
1671,20,16,2433,1,412,2,hin2,hin2,6.02102334934953
1671,22,21,3208,0,618,2,hin2,hin2,6.42648845745769
1671,8,14,2082,0,1747,2,hin2,hin2,7.46565531013406
1671,2,13,2003,0,2077,2,hin2,hin2,7.63867982387611
1672,1,15,2307,0,1514,2,kvai3,Kyai3,7.32251043399739
1672,22,16,2429,0,1821,2,kvai3,Kyai3,7.50714107972761
1672,2,18,2741,0,456,2,kvai3,Kyai3,6.12249280951439
1672,8,19,2999,1,1351,2,kvai3,Kyai3,7.2086003379602
1673,22,21,3248,0,1539,2,mva4,mya4,7.33888813383888
1673,8,20,3098,1,879,2,mva4,mya4,6.77878489768518
1673,1,11,1651,0,715,2,mva4,mya4,6.57228254269401
1673,2,14,2095,0,799,2,mva4,mya4,6.68336094576627
1674,2,14,2110,0,1087,2,chai3,zai3,6.99117688712121
1674,8,12,1815,1,1743,2,chai3,zai3,7.46336304552002
1674,1,16,2438,0,2295,2,chai3,zai3,7.73848812249465
1674,22,12,1882,0,1587,2,chai3,zai3,7.36960072052641
1675,2,12,1874,0,637,2,nvi3,nyei3,6.45676965557216
1675,8,20,3179,1,1432,2,nvi3,nyei3,7.26682734752059
1675,1,16,2446,0,2650,2,nvi3,nyei3,7.88231491898027
1675,22,21,3224,0,706,2,nvi3,nyei3,6.55961523749324
1676,1,17,2598,0,1269,2,xuan1,xuan1,7.14598446771439
1676,22,14,2141,1,3173,2,xuan1,xuan1,8.06243279158319
1676,8,15,2347,1,2143,2,xuan1,xuan1,7.66996199547358
1676,2,17,2579,0,676,2,xuan1,xuan1,6.51619307604296
1676,20,15,2323,1,690,2,xuan1,xuan1,6.5366915975913
1677,8,16,2495,1,1745,2,ro4,ro4,7.46450983463653
1677,1,14,2131,1,2676,2,ro4,ro4,7.89207842124812
1677,2,15,2350,0,746,2,ro4,ro4,6.61472560020376
1677,22,14,2165,1,1708,2,ro4,ro4,7.44307837434852
1678,1,11,1685,0,634,2,qvao2,qyau2,6.45204895443723
1678,2,21,3268,0,550,2,qvao2,qyau2,6.30991827822652
1678,8,18,2838,1,1347,2,qvao2,qyau2,7.20563517641036
1678,22,16,2498,0,614,2,qvao2,qyau2,6.41999492814714
1679,20,11,1719,1,786,2,cio3,Cio3,6.66695679242921
1679,22,16,2530,0,2345,2,cio3,Cio3,7.76004068088038
1679,8,15,2391,0,2306,2,cio3,Cio3,7.743269700829
1679,1,16,2522,0,2013,2,cio3,Cio3,7.60738142563979
1679,2,20,3148,0,1260,2,cio3,Cio3,7.13886699994552
1680,8,19,3006,0,2061,2,nio2,nio2,7.63094658089046
1680,1,13,2037,1,1967,2,nio2,nio2,7.58426481838906
1680,2,15,2346,0,1229,2,nio2,nio2,7.11395610956603
1680,22,19,2913,0,1504,2,nio2,nio2,7.31588350450979
1680,20,17,2560,1,429,2,nio2,nio2,6.06145691892802
1681,22,11,1734,0,1056,2,mv3,my3,6.96224346426621
1681,1,13,2071,0,726,2,mv3,my3,6.5875500148248
1681,8,17,2588,0,1876,2,mv3,my3,7.53689712956617
1681,2,20,3057,0,648,2,mv3,my3,6.47389069635227
1681,20,19,3009,1,267,2,mv3,my3,5.58724865840025
1682,1,16,2502,0,1073,2,fuai2,fuai2,6.9782137426307
1682,2,14,2158,0,510,2,fuai2,fuai2,6.23441072571837
1682,20,19,2893,1,252,2,fuai2,fuai2,5.52942908751142
1682,22,16,2538,0,1195,2,fuai2,fuai2,7.08590146436561
1682,8,19,2934,0,1817,2,fuai2,fuai2,7.50494206839617
1683,20,20,3113,1,310,2,buo1,puo1,5.73657229747919
1683,8,11,1674,1,1679,2,buo1,puo1,7.42595365707754
1683,22,20,3107,0,1327,2,buo1,puo1,7.19067603433221
1683,2,16,2440,0,1460,2,buo1,puo1,7.28619171470238
1683,1,11,1628,0,3663,2,buo1,puo1,8.20603776277881
1684,1,20,3053,0,1012,2,qui1,qui1,6.91968384984741
1684,22,19,3028,0,678,2,qui1,qui1,6.5191472879404
1684,8,14,2176,1,1106,2,qui1,qui1,7.00850518208228
1684,2,19,2947,0,604,2,qui1,qui1,6.40357419793482
1685,2,11,1635,0,1827,2,qen3,q^n3,7.51043055637801
1685,22,20,3086,0,677,2,qen3,q^n3,6.51767127291227
1685,1,21,3209,1,1687,2,qen3,q^n3,7.43070708254597
1685,8,14,2093,1,2173,2,qen3,q^n3,7.68386398025643
1686,8,12,1863,1,1622,2,shian3,Si[n3,7.39141523467536
1686,1,17,2670,0,1250,2,shian3,Si[n3,7.13089883029635
1686,2,18,2823,0,878,2,shian3,Si[n3,6.77764659363512
1686,22,14,2093,1,2796,2,shian3,Si[n3,7.9359451033537
1687,2,19,2910,0,1985,2,ci1,Ci1,7.59337419312129
1687,22,13,1997,0,648,2,ci1,Ci1,6.47389069635227
1687,1,19,3001,0,1484,2,ci1,Ci1,7.30249642372733
1687,8,17,2561,0,1391,2,ci1,Ci1,7.23777819192344
1688,22,11,1680,0,2096,2,nvao4,nyau4,7.64778604544093
1688,20,15,2254,1,1362,2,nvao4,nyau4,7.21670948670946
1688,1,12,1762,0,542,2,nvao4,nyau4,6.29526600143965
1688,2,14,2096,0,1299,2,nvao4,nyau4,7.1693500166706
1688,8,17,2581,1,1567,2,nvao4,nyau4,7.35691824235602
1689,2,15,2247,0,1484,2,mvao4,myau4,7.30249642372733
1689,8,11,1662,1,1163,2,mvao4,myau4,7.05875815251866
1689,1,13,1982,0,1651,2,mvao4,myau4,7.40913644392013
1689,22,11,1739,0,971,2,mvao4,myau4,6.87832646829133
1689,20,18,2831,1,293,2,mvao4,myau4,5.68017260901707
1690,20,13,2062,1,349,2,vao3,yau3,5.85507192220243
1690,1,15,2354,0,1307,2,vao3,yau3,7.17548971362422
1690,22,13,2052,0,1569,2,vao3,yau3,7.35819375273303
1690,2,20,3086,0,1340,2,vao3,yau3,7.20042489294496
1690,8,14,2100,0,2541,2,vao3,yau3,7.84031298332016
1691,8,20,3114,1,1533,2,huou2,huou2,7.33498187887181
1691,20,17,2581,1,479,2,huou2,huou2,6.17170059741091
1691,22,20,3068,1,2161,2,huou2,huou2,7.67832635650689
1691,1,14,2160,0,1567,2,huou2,huou2,7.35691824235602
1691,2,14,2205,0,1375,2,huou2,huou2,7.22620901010067
1692,2,13,2056,0,2136,2,bvai3,pyai3,7.66669020008009
1692,22,15,2392,0,639,2,bvai3,pyai3,6.45990445437753
1692,8,11,1689,1,1246,2,bvai3,pyai3,7.1276936993474
1692,1,20,3134,0,611,2,bvai3,pyai3,6.4150969591716
1693,8,15,2352,0,1859,2,ruao1,ruau1,7.52779398772144
1693,2,11,1755,0,856,2,ruao1,ruau1,6.75227037614174
1693,22,19,2910,0,547,2,ruao1,ruau1,6.30444880242198
1693,1,14,2122,0,835,2,ruao1,ruau1,6.72743172485086
1694,22,17,2640,0,1956,2,zuan2,cuan2,7.57865685059476
1694,1,21,3259,0,933,2,zuan2,cuan2,6.83840520084734
1694,2,20,3151,0,806,2,zuan2,cuan2,6.69208374250663
1694,8,13,2044,0,2479,2,zuan2,cuan2,7.81561053203519
1695,2,15,2283,1,2034,2,cvan4,Cy[n4,7.61775957660851
1695,8,11,1731,1,1115,2,cvan4,Cy[n4,7.01660968389422
1695,22,11,1657,1,2335,2,cvan4,Cy[n4,7.755767170103
1695,1,14,2088,0,1273,2,cvan4,Cy[n4,7.14913159855741
1696,22,19,2999,0,638,2,xie2,xi^2,6.45833828334479
1696,1,18,2776,0,1324,2,xie2,xi^2,7.18841273649695
1696,2,18,2821,0,1281,2,xie2,xi^2,7.15539630189673
1696,8,17,2574,1,1474,2,xie2,xi^2,7.29573507274928
1697,1,15,2249,0,2684,2,diei3,tiei3,7.89506349809157
1697,22,13,2053,0,2148,2,diei3,tiei3,7.67229245562876
1697,8,17,2664,1,2746,2,diei3,tiei3,7.91790058632792
1697,2,12,1800,0,798,2,diei3,tiei3,6.68210859744981
1697,20,20,3100,1,373,2,diei3,tiei3,5.92157841964382
1698,1,20,3193,0,537,2,kue2,Kue2,6.28599809450886
1698,2,16,2556,0,691,2,kue2,Kue2,6.53813982376767
1698,20,20,3078,1,266,2,kue2,Kue2,5.5834963087817
1698,8,17,2621,0,2262,2,kue2,Kue2,7.72400465667607
1698,22,13,1999,0,1577,2,kue2,Kue2,7.36327958696304
1699,8,16,2514,1,1575,2,shvao4,Syau4,7.36201055125973
1699,1,11,1737,0,908,2,shvao4,Syau4,6.81124437860129
1699,20,15,2348,1,502,2,shvao4,Syau4,6.21860011969173
1699,22,16,2536,0,1208,2,shvao4,Syau4,7.09672137849476
1699,2,11,1745,0,560,2,shvao4,Syau4,6.32793678372919
1700,8,18,2816,0,1547,2,qu1,qu1,7.34407285057307
1700,20,16,2413,1,1016,2,qu1,qu1,6.92362862813843
1700,1,12,1820,0,1988,2,qu1,qu1,7.59488438721652
1700,2,15,2254,0,733,2,qu1,qu1,6.59714570188665
1700,22,14,2197,0,1542,2,qu1,qu1,7.34083555412327
1701,8,21,3262,1,1008,2,hvo3,hyo3,6.91572344863131
1701,22,18,2805,0,804,2,hvo3,hyo3,6.68959926917897
1701,2,17,2685,0,1253,2,hvo3,hyo3,7.13329595489607
1701,1,15,2286,0,950,2,hvo3,hyo3,6.85646198459459
1702,8,12,1835,0,2406,2,xei1,xei1,7.78572089653462
1702,1,11,1662,0,1185,2,xei1,xei1,7.07749805356923
1702,2,17,2706,1,1877,2,xei1,xei1,7.53743003658651
1702,22,20,3130,0,1924,2,xei1,xei1,7.56216163122565
1703,1,14,2222,0,1380,2,pua1,Pua1,7.22983877815125
1703,8,12,1836,1,3308,2,pua1,Pua1,8.10409905614358
1703,22,11,1653,0,1824,2,pua1,Pua1,7.50878717063428
1703,2,18,2755,0,942,2,pua1,Pua1,6.84800527457636
1704,1,15,2345,0,714,2,rva3,rya3,6.57088296233958
1704,2,13,1989,0,645,2,rva3,rya3,6.46925031679577
1704,8,13,1972,0,2291,2,rva3,rya3,7.7367436824535
1704,22,21,3257,0,895,2,rva3,rya3,6.79682371827486
1705,8,18,2845,0,1563,2,cvai4,Cyai4,7.35436233042148
1705,22,19,2951,0,780,2,cvai4,Cyai4,6.65929391968364
1705,1,16,2416,0,2635,2,cvai4,Cyai4,7.87663846097546
1705,2,11,1697,0,2375,2,cvai4,Cyai4,7.77275271646874
1706,2,19,2995,0,967,2,tve1,Tye1,6.87419849545329
1706,22,12,1857,0,2354,2,tve1,Tye1,7.76387128782022
1706,1,17,2576,0,1074,2,tve1,Tye1,6.97914527506881
1706,8,17,2691,0,1300,2,tve1,Tye1,7.17011954344963
1707,2,18,2864,0,1351,2,zhi1,Zi1,7.2086003379602
1707,1,14,2150,0,943,2,zhi1,Zi1,6.84906628263346
1707,22,14,2086,0,3954,2,zhi1,Zi1,8.28248300373056
1707,8,12,1834,0,2667,2,zhi1,Zi1,7.88870952418201
1708,8,18,2835,0,1249,2,cin1,Cin1,7.13009851012558
1708,2,19,2897,0,1602,2,cin1,Cin1,7.3790081276283
1708,22,13,1953,0,1401,2,cin1,Cin1,7.24494154633701
1708,1,17,2567,0,1254,2,cin1,Cin1,7.13409372119287
1709,22,18,2834,0,952,2,cio4,Cio4,6.85856503479136
1709,2,20,3097,0,579,2,cio4,Cio4,6.361302477573
1709,1,11,1729,0,691,2,cio4,Cio4,6.53813982376767
1709,8,20,3143,0,803,2,cio4,Cio4,6.68835471394676
1710,22,14,2170,0,1030,2,bva4,pya4,6.93731408122368
1710,2,14,2190,0,522,2,bva4,pya4,6.25766758788264
1710,8,12,1858,1,2732,2,bva4,pya4,7.91278922069068
1710,1,14,2137,0,646,2,bva4,pya4,6.4707995037826
1711,1,15,2269,0,1862,2,sia2,sia2,7.52940645783701
1711,8,16,2536,0,1552,2,sia2,sia2,7.34729970074316
1711,22,15,2349,0,622,2,sia2,sia2,6.43294009273918
1711,2,17,2667,1,1339,2,sia2,sia2,7.19967834569117
1712,2,19,3012,0,653,2,xa4,xa4,6.48157712927643
1712,22,13,1958,1,2900,2,xa4,xa4,7.97246601597457
1712,1,14,2106,0,1118,2,xa4,xa4,7.01929665371504
1712,8,19,2916,0,1809,2,xa4,xa4,7.50052948539529
1713,22,16,2503,0,1808,2,sie4,si[4,7.49997654095212
1713,8,21,3208,1,1968,2,sie4,si[4,7.5847730776122
1713,2,20,3142,0,685,2,sie4,si[4,6.52941883826223
1713,1,21,3258,1,1289,2,sie4,si[4,7.16162200293919
1714,1,16,2514,0,2600,2,ziei2,ciei2,7.86326672400957
1714,8,12,1817,1,1448,2,ziei2,ciei2,7.27793857294566
1714,2,11,1646,0,1639,2,ziei2,ciei2,7.40184157874383
1714,22,17,2648,0,1509,2,ziei2,ciei2,7.31920245876785
1715,22,20,3149,0,1203,2,bue2,pue2,7.09257371597468
1715,1,15,2289,0,1697,2,bue2,pue2,7.43661726523423
1715,2,14,2152,0,662,2,bue2,pue2,6.49526555593701
1715,8,20,3131,0,1013,2,bue2,pue2,6.92067150424868
1716,2,16,2400,0,1790,2,giao4,kiau4,7.4899708988348
1716,20,15,2376,1,427,2,giao4,kiau4,6.05678401322862
1716,8,12,1913,1,2069,2,giao4,kiau4,7.63482067774554
1716,22,16,2472,0,691,2,giao4,kiau4,6.53813982376767
1716,1,17,2668,0,1198,2,giao4,kiau4,7.08840877867539
1717,1,19,2965,0,1484,2,ging3,kiN3,7.30249642372733
1717,8,12,1770,1,1832,2,ging3,kiN3,7.51316354523408
1717,22,11,1661,0,1693,2,ging3,kiN3,7.43425738213314
1717,20,12,1850,1,231,2,ging3,kiN3,5.44241771052179
1717,2,17,2593,1,1302,2,ging3,kiN3,7.17165682276851
1718,1,13,2026,1,1886,2,zue4,cue4,7.5422134631934
1718,2,21,3238,0,664,2,zue4,cue4,6.49828214947643
1718,8,16,2424,1,1804,2,zue4,cue4,7.49776170062257
1718,22,18,2735,1,1666,2,zue4,cue4,7.41818082272679
1719,20,11,1733,1,373,2,pvn1,Pyn1,5.92157841964382
1719,1,19,3009,0,1402,2,pvn1,Pyn1,7.24565506759454
1719,8,15,2325,0,2148,2,pvn1,Pyn1,7.67229245562876
1719,22,15,2307,0,2162,2,pvn1,Pyn1,7.67878899819915
1719,2,15,2381,0,1319,2,pvn1,Pyn1,7.18462915271731
1720,8,17,2656,0,1808,2,chiong3,zioN3,7.49997654095212
1720,22,20,3180,0,656,2,chiong3,zioN3,6.48616078894409
1720,2,11,1706,0,2356,2,chiong3,zioN3,7.76472054477148
1720,1,18,2842,0,1491,2,chiong3,zioN3,7.30720231476474
1721,8,13,1934,1,1821,2,hie2,hi^2,7.50714107972761
1721,1,18,2841,0,1004,2,hie2,hi^2,6.91174730025167
1721,22,18,2842,0,674,2,hie2,hi^2,6.51323011091231
1721,2,17,2674,0,702,2,hie2,hi^2,6.55393340402581
1722,22,21,3228,0,1431,2,kve2,Kye2,7.26612877955645
1722,2,14,2160,0,630,2,kve2,Kye2,6.44571981938558
1722,1,16,2448,0,2548,2,kve2,Kye2,7.84306401669205
1722,8,17,2681,0,1556,2,kve2,Kye2,7.34987370473834
1723,8,16,2517,1,1242,2,nuao1,nuau1,7.12447826249342
1723,1,19,3004,0,1093,2,nuao1,nuau1,6.99668148817654
1723,22,19,3000,0,767,2,nuao1,nuau1,6.64248680136726
1723,2,14,2233,1,1598,2,nuao1,nuau1,7.37650812632622
1724,22,21,3233,0,1734,2,ne3,n^3,7.45818615734049
1724,2,11,1695,1,1326,2,ne3,n^3,7.18992217074581
1724,1,14,2101,0,2112,2,ne3,n^3,7.65539064482615
1724,20,21,3231,1,2863,2,ne3,n^3,7.95962530509811
1724,8,13,1969,0,2653,2,ne3,n^3,7.88344635413774
1725,8,17,2674,1,1588,2,miai3,miai3,7.37023064180708
1725,1,13,1940,0,1921,2,miai3,miai3,7.56060116276856
1725,2,16,2414,1,1502,2,miai3,miai3,7.31455283232408
1725,20,21,3268,1,750,2,miai3,miai3,6.62007320653036
1725,22,11,1654,0,2706,2,miai3,miai3,7.90322680873073
1726,8,11,1720,0,2189,2,zhvo3,Zyo3,7.69120009752286
1726,1,12,1861,0,760,2,zhvo3,Zyo3,6.63331843328038
1726,22,16,2475,0,479,2,zhvo3,Zyo3,6.17170059741091
1727,8,19,2988,0,2020,2,riai2,riai2,7.61085279039525
1727,2,13,1994,0,630,2,riai2,riai2,6.44571981938558
1727,1,14,2161,0,2229,2,riai2,riai2,7.70930833338587
1727,22,21,3265,0,651,2,riai2,riai2,6.47850964220857
1728,20,20,3074,1,231,2,ciei1,Ciei1,5.44241771052179
1728,2,18,2726,0,732,2,ciei1,Ciei1,6.59578051396131
1728,22,11,1663,0,2130,2,ciei1,Ciei1,7.66387725870347
1728,8,17,2600,1,1323,2,ciei1,Ciei1,7.18765716411496
1728,1,11,1636,0,687,2,ciei1,Ciei1,6.53233429222235
1729,1,15,2339,0,2979,2,tvo4,Tyo4,7.99934295271328
1729,2,16,2543,0,1030,2,tvo4,Tyo4,6.93731408122368
1729,22,12,1791,0,1536,2,tvo4,Tyo4,7.33693691370762
1729,20,19,3037,1,756,2,tvo4,Tyo4,6.62804137617953
1729,8,19,2890,1,1311,2,tvo4,Tyo4,7.1785454837637
1730,22,16,2405,0,3359,2,liong1,lioN1,8.11939858961229
1730,20,13,1988,1,613,2,liong1,lioN1,6.41836493593621
1730,2,12,1851,0,1373,2,liong1,lioN1,7.22475340576797
1730,8,20,3084,0,1536,2,liong1,lioN1,7.33693691370762
1730,1,17,2667,0,1173,2,liong1,lioN1,7.06731984865348
1731,2,15,2322,0,721,2,pv1,Py1,6.58063913728495
1731,1,16,2467,0,847,2,pv1,Py1,6.74170069465205
1731,8,17,2565,0,1683,2,pv1,Py1,7.42833319419081
1731,22,12,1859,0,1116,2,pv1,Py1,7.01750614294126
1731,20,12,1879,1,818,2,pv1,Py1,6.70686233660275
1732,2,20,3085,0,1428,2,cvn3,Cyn3,7.26403014289953
1732,1,12,1839,0,2004,2,cvn3,Cyn3,7.60290046220476
1732,22,18,2791,0,2299,2,cvn3,Cyn3,7.74022952476318
1732,8,16,2454,1,1429,2,cvn3,Cyn3,7.26473017792987
1733,20,11,1744,1,321,2,siong3,sioN3,5.77144112313002
1733,22,14,2105,0,934,2,siong3,sioN3,6.83947643822884
1733,8,21,3252,1,1316,2,siong3,sioN3,7.18235211188526
1733,2,17,2709,0,857,2,siong3,sioN3,6.75343791859778
1733,1,15,2272,0,3936,2,siong3,sioN3,8.27792025817214
1734,2,18,2850,0,654,2,xva3,xya3,6.4831073514572
1734,1,12,1772,0,744,2,xva3,xya3,6.61204103483309
1734,22,20,3168,0,1293,2,xva3,xya3,7.16472037877186
1734,8,15,2292,0,1781,2,xva3,xya3,7.48493028328966
1735,1,16,2476,0,855,2,hvi1,hyei1,6.75110146893676
1735,22,12,1839,0,1478,2,hvi1,hyei1,7.29844510150815
1735,2,17,2571,0,537,2,hvi1,hyei1,6.28599809450886
1735,8,17,2655,1,1674,2,hvi1,hyei1,7.42297125104942
1736,1,20,3061,0,1281,2,fve1,fy^1,7.15539630189673
1736,2,16,2482,0,604,2,fve1,fy^1,6.40357419793482
1736,8,17,2610,1,2117,2,fve1,fy^1,7.65775527113487
1736,22,14,2225,0,1785,2,fve1,fy^1,7.48717369421374
1736,20,17,2569,1,385,2,fve1,fy^1,5.95324333428778
1737,8,20,3049,1,1403,2,vao4,yau4,7.24636808010246
1737,2,16,2430,0,1285,2,vao4,yau4,7.15851399732932
1737,22,14,2104,0,841,2,vao4,yau4,6.73459165997295
1737,1,15,2284,0,2185,2,vao4,yau4,7.68937110752969
1738,22,12,1786,1,1723,2,pong1,PoN1,7.45182223652793
1738,1,13,2025,1,1565,2,pong1,PoN1,7.35564110297425
1738,2,20,3088,1,1630,2,pong1,PoN1,7.39633529380081
1738,8,12,1772,1,1313,2,pong1,PoN1,7.1800698743028
1739,8,12,1901,0,2303,2,kvi3,Kyei3,7.74196789982069
1739,22,17,2688,0,913,2,kvi3,Kyei3,6.81673588059497
1739,1,15,2379,0,1984,2,kvi3,Kyei3,7.59287028784482
1739,2,13,2005,0,1532,2,kvi3,Kyei3,7.33432935030054
1740,2,12,1910,0,647,2,chin4,zin4,6.4723462945009
1740,8,17,2572,1,1096,2,chin4,zin4,6.99942246750796
1740,1,12,1876,0,1231,2,chin4,zin4,7.11558212618445
1740,22,19,2997,0,578,2,chin4,zin4,6.35957386867238
1741,1,20,3085,0,281,2,xvou2,xyou2,5.63835466933375
1741,22,13,1967,0,721,2,xvou2,xyou2,6.58063913728495
1741,2,19,2904,0,646,2,xvou2,xyou2,6.4707995037826
1741,8,20,3065,0,1502,2,xvou2,xyou2,7.31455283232408
1742,1,15,2273,0,1540,2,seng4,s^N4,7.33953769540767
1742,8,14,2114,1,1535,2,seng4,s^N4,7.3362856600213
1742,22,19,3014,0,1413,2,seng4,s^N4,7.25347038268453
1742,2,12,1808,0,983,2,seng4,s^N4,6.89060912014717
1743,22,15,2244,0,545,2,qvo2,qyo2,6.30078579466324
